business_id,date
86,2013-10
18815,2013-10
19043,2013-10
89,2013-10
19043,2013-10
19373,2013-10
19373,2013-10
20625,2013-10
96,2013-10
21785,2013-10
93,2013-10
21785,2013-10
23557,2013-10
100,2013-10
25572,2013-10
77,2013-10
26379,2013-10
88,2013-10
26830,2013-10
85,2013-10
27167,2013-10
27791,2013-10
94,2013-10
27791,2013-10
27964,2013-10
96,2013-10
28206,2013-10
29950,2013-10
94,2013-10
30156,2013-10
32200,2013-10
78,2013-10
32200,2013-10
32671,2013-10
32733,2013-10
98,2013-10
33198,2013-10
84,2013-10
33388,2013-10
98,2013-10
33467,2013-10
33467,2013-10
90,2013-10
33564,2013-10
96,2013-10
33638,2013-10
96,2013-10
33747,2013-10
87,2013-10
33747,2013-10
33747,2013-10
33831,2013-10
88,2013-10
33884,2013-10
85,2013-10
34066,2013-10
94,2013-10
34184,2013-10
88,2013-10
34352,2013-10
98,2013-10
34353,2013-10
100,2013-10
34354,2013-10
96,2013-10
34451,2013-10
100,2013-10
34458,2013-10
89,2013-10
34458,2013-10
34585,2013-10
75,2013-10
34649,2013-10
96,2013-10
35221,2013-10
76,2013-10
35221,2013-10
35340,2013-10
35340,2013-10
100,2013-10
35786,2013-10
98,2013-10
35790,2013-10
100,2013-10
36048,2013-10
100,2013-10
36160,2013-10
100,2013-10
36213,2013-10
93,2013-10
36214,2013-10
98,2013-10
36215,2013-10
98,2013-10
36216,2013-10
96,2013-10
36274,2013-10
36274,2013-10
98,2013-10
36513,2013-10
91,2013-10
36695,2013-10
96,2013-10
36840,2013-10
94,2013-10
37232,2013-10
92,2013-10
37407,2013-10
96,2013-10
37670,2013-10
92,2013-10
37688,2013-10
92,2013-10
38070,2013-10
38112,2013-10
80,2013-10
38197,2013-10
94,2013-10
38247,2013-10
98,2013-10
38330,2013-10
100,2013-10
38442,2013-10
38606,2013-10
92,2013-10
38709,2013-10
100,2013-10
38808,2013-10
89,2013-10
38808,2013-10
39047,2013-10
69,2013-10
39047,2013-10
39048,2013-10
82,2013-10
39048,2013-10
39049,2013-10
89,2013-10
39049,2013-10
39396,2013-10
73,2013-10
39481,2013-10
80,2013-10
39667,2013-10
92,2013-10
39773,2013-10
39862,2013-10
98,2013-10
39888,2013-10
96,2013-10
40123,2013-10
40123,2013-10
40123,2013-10
40212,2013-10
100,2013-10
57698,2013-10
85,2013-10
57698,2013-10
57732,2013-10
57732,2013-10
100,2013-10
58576,2013-10
98,2013-10
58628,2013-10
85,2013-10
58628,2013-10
58922,2013-10
94,2013-10
59016,2013-10
100,2013-10
59019,2013-10
96,2013-10
59040,2013-10
100,2013-10
59179,2013-10
59179,2013-10
59179,2013-10
59331,2013-10
59374,2013-10
94,2013-10
59599,2013-10
88,2013-10
59637,2013-10
96,2013-10
59727,2013-10
79,2013-10
60114,2013-10
98,2013-10
60331,2013-10
88,2013-10
60518,2013-10
78,2013-10
60518,2013-10
60756,2013-10
60786,2013-10
96,2013-10
60936,2013-10
100,2013-10
61073,2013-10
90,2013-10
61073,2013-10
61427,2013-10
61427,2013-10
61438,2013-10
87,2013-10
61635,2013-10
98,2013-10
61736,2013-10
61736,2013-10
62316,2013-10
90,2013-10
62532,2013-10
98,2013-10
62561,2013-10
100,2013-10
62730,2013-10
62780,2013-10
62824,2013-10
79,2013-10
62824,2013-10
62888,2013-10
94,2013-10
62913,2013-10
96,2013-10
62921,2013-10
96,2013-10
63256,2013-10
94,2013-10
63624,2013-10
96,2013-10
63755,2013-10
83,2013-10
63776,2013-10
98,2013-10
64004,2013-10
90,2013-10
64007,2013-10
64161,2013-10
89,2013-10
64236,2013-10
91,2013-10
64242,2013-10
100,2013-10
64338,2013-10
64434,2013-10
98,2013-10
64524,2013-10
83,2013-10
64549,2013-10
76,2013-10
64549,2013-10
64797,2013-10
94,2013-10
64797,2013-10
64835,2013-10
64881,2013-10
98,2013-10
64933,2013-10
88,2013-10
64975,2013-10
65051,2013-10
98,2013-10
65060,2013-10
96,2013-10
65060,2013-10
65228,2013-10
91,2013-10
65485,2013-10
65487,2013-10
98,2013-10
65554,2013-10
96,2013-10
65580,2013-10
84,2013-10
65580,2013-10
65791,2013-10
65791,2013-10
94,2013-10
65830,2013-10
94,2013-10
65852,2013-10
94,2013-10
65898,2013-10
90,2013-10
65898,2013-10
65925,2013-10
66280,2013-10
92,2013-10
66328,2013-10
94,2013-10
66515,2013-10
76,2013-10
66637,2013-10
96,2013-10
66640,2013-10
66656,2013-10
81,2013-10
66685,2013-10
96,2013-10
66811,2013-10
84,2013-10
66896,2013-10
100,2013-10
67160,2013-10
100,2013-10
67186,2013-10
100,2013-10
67218,2013-10
82,2013-10
67303,2013-10
91,2013-10
67330,2013-10
71,2013-10
67330,2013-10
67357,2013-10
98,2013-10
67371,2013-10
66,2013-10
67446,2013-10
93,2013-10
67554,2013-10
90,2013-10
67615,2013-10
100,2013-10
67741,2013-10
88,2013-10
67806,2013-10
67862,2013-10
67864,2013-10
92,2013-10
67943,2013-10
96,2013-10
68079,2013-10
68146,2013-10
100,2013-10
68148,2013-10
85,2013-10
68152,2013-10
68152,2013-10
68254,2013-10
88,2013-10
68258,2013-10
100,2013-10
68264,2013-10
96,2013-10
68283,2013-10
100,2013-10
68321,2013-10
75,2013-10
68352,2013-10
92,2013-10
68431,2013-10
91,2013-10
68503,2013-10
100,2013-10
68503,2013-10
68560,2013-10
83,2013-10
68615,2013-10
68633,2013-10
90,2013-10
68692,2013-10
86,2013-10
68773,2013-10
79,2013-10
68799,2013-10
100,2013-10
68813,2013-10
100,2013-10
68894,2013-10
94,2013-10
68894,2013-10
68916,2013-10
62,2013-10
68916,2013-10
68955,2013-10
96,2013-10
68963,2013-10
100,2013-10
69175,2013-10
89,2013-10
69175,2013-10
69180,2013-10
69180,2013-10
69181,2013-10
87,2013-10
69215,2013-10
96,2013-10
69275,2013-10
92,2013-10
69282,2013-10
69282,2013-10
69392,2013-10
69653,2013-10
69665,2013-10
69679,2013-10
100,2013-10
69750,2013-10
82,2013-10
69750,2013-10
69786,2013-10
88,2013-10
69863,2013-10
92,2013-10
70258,2013-10
100,2013-10
70365,2013-10
94,2013-10
70365,2013-10
70365,2013-10
70452,2013-10
70452,2013-10
70452,2013-10
70494,2013-10
100,2013-10
70754,2013-10
89,2013-10
70892,2013-10
70939,2013-10
96,2013-10
70946,2013-10
89,2013-10
71012,2013-10
77,2013-10
71065,2013-10
71176,2013-10
81,2013-10
71207,2013-10
71327,2013-10
71356,2013-10
71380,2013-10
94,2013-10
71416,2013-10
65,2013-10
71416,2013-10
71563,2013-10
87,2013-10
71640,2013-10
71691,2013-10
89,2013-10
71831,2013-10
71994,2013-10
72004,2013-10
72004,2013-10
72024,2013-10
94,2013-10
72027,2013-10
72093,2013-10
82,2013-10
72132,2013-10
92,2013-10
72153,2013-10
100,2013-10
73871,2013-10
85,2013-10
73871,2013-10
73900,2013-10
100,2013-10
73978,2013-10
85,2013-10
73978,2013-10
74023,2013-10
96,2013-10
74023,2013-10
74023,2013-10
74023,2013-10
74312,2013-10
85,2013-10
74312,2013-10
74374,2013-10
74499,2013-10
74499,2013-10
74499,2013-10
100,2013-10
74522,2013-10
74522,2013-10
74522,2013-10
74761,2013-10
74959,2013-10
74973,2013-10
75204,2013-10
75235,2013-10
92,2013-10
75258,2013-10
96,2013-10
75259,2013-10
96,2013-10
75353,2013-10
94,2013-10
75380,2013-10
75409,2013-10
75429,2013-10
100,2013-10
75437,2013-10
100,2013-10
75460,2013-10
100,2013-10
75464,2013-10
75701,2013-10
75785,2013-10
75785,2013-10
75853,2013-10
92,2013-10
75853,2013-10
75888,2013-10
75973,2013-10
98,2013-10
76035,2013-10
76035,2013-10
76074,2013-10
100,2013-10
76117,2013-10
96,2013-10
76196,2013-10
76205,2013-10
76205,2013-10
76205,2013-10
76221,2013-10
76294,2013-10
76323,2013-10
76323,2013-10
76360,2013-10
76374,2013-10
76409,2013-10
76445,2013-10
94,2013-10
76492,2013-10
94,2013-10
76492,2013-10
76508,2013-10
76511,2013-10
76526,2013-10
76526,2013-10
76595,2013-10
76595,2013-10
76615,2013-10
76633,2013-10
76633,2013-10
76633,2013-10
76638,2013-10
76685,2013-10
76708,2013-10
76826,2013-10
24,2013-11
100,2013-11
48,2013-11
90,2013-11
76,2013-11
98,2013-11
77,2013-11
100,2013-11
108,2013-11
80,2013-11
108,2013-11
140,2013-11
80,2013-11
251,2013-11
92,2013-11
253,2013-11
98,2013-11
272,2013-11
94,2013-11
273,2013-11
85,2013-11
290,2013-11
305,2013-11
379,2013-11
80,2013-11
403,2013-11
94,2013-11
422,2013-11
75,2013-11
475,2013-11
475,2013-11
477,2013-11
87,2013-11
505,2013-11
100,2013-11
510,2013-11
79,2013-11
522,2013-11
98,2013-11
547,2013-11
100,2013-11
765,2013-11
96,2013-11
835,2013-11
71,2013-11
840,2013-11
840,2013-11
840,2013-11
874,2013-11
90,2013-11
884,2013-11
92,2013-11
951,2013-11
994,2013-11
98,2013-11
1036,2013-11
88,2013-11
1065,2013-11
94,2013-11
1125,2013-11
1146,2013-11
70,2013-11
1146,2013-11
1186,2013-11
92,2013-11
1265,2013-11
96,2013-11
1289,2013-11
1289,2013-11
1294,2013-11
1359,2013-11
98,2013-11
1426,2013-11
88,2013-11
1482,2013-11
88,2013-11
1486,2013-11
94,2013-11
1508,2013-11
82,2013-11
1527,2013-11
92,2013-11
1544,2013-11
98,2013-11
1567,2013-11
1567,2013-11
79,2013-11
1677,2013-11
96,2013-11
1685,2013-11
92,2013-11
1734,2013-11
94,2013-11
1757,2013-11
87,2013-11
1788,2013-11
78,2013-11
1797,2013-11
84,2013-11
1830,2013-11
78,2013-11
1856,2013-11
1880,2013-11
74,2013-11
1880,2013-11
1978,2013-11
75,2013-11
1989,2013-11
94,2013-11
2035,2013-11
91,2013-11
2048,2013-11
2053,2013-11
75,2013-11
2072,2013-11
88,2013-11
2131,2013-11
98,2013-11
2136,2013-11
96,2013-11
2175,2013-11
2219,2013-11
92,2013-11
2299,2013-11
2299,2013-11
2418,2013-11
87,2013-11
2421,2013-11
72,2013-11
2483,2013-11
2495,2013-11
96,2013-11
2497,2013-11
2505,2013-11
94,2013-11
2517,2013-11
81,2013-11
2535,2013-11
84,2013-11
2542,2013-11
2548,2013-11
2588,2013-11
94,2013-11
2609,2013-11
78,2013-11
2619,2013-11
82,2013-11
2622,2013-11
2622,2013-11
2627,2013-11
94,2013-11
2627,2013-11
2689,2013-11
100,2013-11
2706,2013-11
89,2013-11
2724,2013-11
92,2013-11
2764,2013-11
83,2013-11
2764,2013-11
2885,2013-11
92,2013-11
2899,2013-11
85,2013-11
2917,2013-11
90,2013-11
2919,2013-11
93,2013-11
2926,2013-11
94,2013-11
2970,2013-11
100,2013-11
2973,2013-11
100,2013-11
2980,2013-11
2980,2013-11
2995,2013-11
90,2013-11
2996,2013-11
85,2013-11
2996,2013-11
3043,2013-11
86,2013-11
3062,2013-11
96,2013-11
3065,2013-11
71,2013-11
3076,2013-11
3102,2013-11
94,2013-11
3160,2013-11
75,2013-11
3160,2013-11
3207,2013-11
96,2013-11
3217,2013-11
81,2013-11
3260,2013-11
100,2013-11
3267,2013-11
100,2013-11
3275,2013-11
86,2013-11
3285,2013-11
90,2013-11
3296,2013-11
98,2013-11
3403,2013-11
96,2013-11
3433,2013-11
86,2013-11
3444,2013-11
3446,2013-11
90,2013-11
3459,2013-11
76,2013-11
3480,2013-11
3480,2013-11
68,2013-11
3480,2013-11
3480,2013-11
3515,2013-11
100,2013-11
3614,2013-11
83,2013-11
3614,2013-11
3640,2013-11
3655,2013-11
96,2013-11
3678,2013-11
3690,2013-11
96,2013-11
3729,2013-11
3729,2013-11
3741,2013-11
3790,2013-11
96,2013-11
3791,2013-11
94,2013-11
3816,2013-11
83,2013-11
3855,2013-11
92,2013-11
3859,2013-11
3862,2013-11
78,2013-11
3862,2013-11
3864,2013-11
90,2013-11
3885,2013-11
4184,2013-11
98,2013-11
4249,2013-11
4449,2013-11
98,2013-11
4461,2013-11
96,2013-11
4539,2013-11
90,2013-11
4545,2013-11
100,2013-11
4593,2013-11
98,2013-11
4636,2013-11
100,2013-11
4638,2013-11
4688,2013-11
100,2013-11
4732,2013-11
96,2013-11
4734,2013-11
89,2013-11
4734,2013-11
4791,2013-11
87,2013-11
4794,2013-11
79,2013-11
4850,2013-11
96,2013-11
4907,2013-11
4923,2013-11
85,2013-11
4963,2013-11
4982,2013-11
94,2013-11
5006,2013-11
5033,2013-11
5254,2013-11
5297,2013-11
98,2013-11
5564,2013-11
98,2013-11
5744,2013-11
100,2013-11
6424,2013-11
100,2013-11
6677,2013-11
100,2013-11
6756,2013-11
92,2013-11
6860,2013-11
90,2013-11
7055,2013-11
7210,2013-11
7216,2013-11
77,2013-11
7366,2013-11
96,2013-11
7474,2013-11
96,2013-11
7517,2013-11
100,2013-11
7527,2013-11
100,2013-11
7589,2013-11
7589,2013-11
94,2013-11
7617,2013-11
98,2013-11
7678,2013-11
85,2013-11
7678,2013-11
7689,2013-11
100,2013-11
7771,2013-11
76,2013-11
9232,2013-11
90,2013-11
9283,2013-11
85,2013-11
10235,2013-11
80,2013-11
10235,2013-11
10238,2013-11
77,2013-11
10238,2013-11
10332,2013-11
66,2013-11
10332,2013-11
10332,2013-11
11492,2013-11
80,2013-11
11572,2013-11
100,2013-11
13218,2013-11
81,2013-11
13814,2013-11
94,2013-11
14075,2013-11
14575,2013-11
94,2013-11
14743,2013-11
15279,2013-11
100,2013-11
15752,2013-11
96,2013-11
15752,2013-11
16286,2013-11
100,2013-11
16329,2013-11
16441,2013-11
86,2013-11
17647,2013-11
17647,2013-11
18268,2013-11
86,2013-11
18981,2013-11
90,2013-11
19003,2013-11
92,2013-11
19138,2013-11
19386,2013-11
93,2013-11
19386,2013-11
20367,2013-11
20625,2013-11
21807,2013-11
98,2013-11
22606,2013-11
96,2013-11
23068,2013-11
87,2013-11
23068,2013-11
24198,2013-11
90,2013-11
24930,2013-11
24930,2013-11
24930,2013-11
24936,2013-11
88,2013-11
24936,2013-11
24978,2013-11
81,2013-11
24978,2013-11
25301,2013-11
90,2013-11
25301,2013-11
25777,2013-11
27801,2013-11
91,2013-11
27947,2013-11
100,2013-11
28193,2013-11
28828,2013-11
92,2013-11
28978,2013-11
96,2013-11
32671,2013-11
90,2013-11
32736,2013-11
83,2013-11
32736,2013-11
32862,2013-11
86,2013-11
32862,2013-11
33014,2013-11
93,2013-11
33160,2013-11
88,2013-11
33914,2013-11
98,2013-11
34102,2013-11
34102,2013-11
34388,2013-11
96,2013-11
34434,2013-11
90,2013-11
34726,2013-11
80,2013-11
34728,2013-11
100,2013-11
34746,2013-11
90,2013-11
34865,2013-11
96,2013-11
34885,2013-11
89,2013-11
35221,2013-11
35240,2013-11
96,2013-11
35425,2013-11
83,2013-11
35469,2013-11
90,2013-11
35591,2013-11
98,2013-11
35882,2013-11
90,2013-11
36023,2013-11
100,2013-11
36160,2013-11
36201,2013-11
75,2013-11
36213,2013-11
36277,2013-11
92,2013-11
36348,2013-11
94,2013-11
36378,2013-11
36412,2013-11
96,2013-11
36412,2013-11
36519,2013-11
36534,2013-11
36534,2013-11
89,2013-11
36534,2013-11
36618,2013-11
82,2013-11
36876,2013-11
37166,2013-11
96,2013-11
37167,2013-11
96,2013-11
37168,2013-11
100,2013-11
37169,2013-11
100,2013-11
37170,2013-11
100,2013-11
37171,2013-11
92,2013-11
37232,2013-11
37232,2013-11
37350,2013-11
96,2013-11
37792,2013-11
96,2013-11
38091,2013-11
82,2013-11
38091,2013-11
38112,2013-11
38182,2013-11
90,2013-11
38197,2013-11
38259,2013-11
100,2013-11
38606,2013-11
39048,2013-11
39049,2013-11
39113,2013-11
58,2013-11
39586,2013-11
85,2013-11
39606,2013-11
100,2013-11
39608,2013-11
79,2013-11
39651,2013-11
100,2013-11
39708,2013-11
90,2013-11
39851,2013-11
96,2013-11
58745,2013-11
100,2013-11
59141,2013-11
100,2013-11
59179,2013-11
59215,2013-11
96,2013-11
59727,2013-11
59744,2013-11
100,2013-11
59761,2013-11
94,2013-11
59777,2013-11
87,2013-11
59777,2013-11
59832,2013-11
100,2013-11
59935,2013-11
86,2013-11
60067,2013-11
94,2013-11
60331,2013-11
60400,2013-11
90,2013-11
60544,2013-11
100,2013-11
60628,2013-11
86,2013-11
60649,2013-11
89,2013-11
60786,2013-11
60786,2013-11
60898,2013-11
85,2013-11
60978,2013-11
90,2013-11
61135,2013-11
92,2013-11
61427,2013-11
61436,2013-11
61464,2013-11
98,2013-11
61493,2013-11
96,2013-11
61500,2013-11
100,2013-11
61512,2013-11
90,2013-11
61592,2013-11
83,2013-11
61816,2013-11
72,2013-11
62000,2013-11
96,2013-11
62010,2013-11
100,2013-11
62179,2013-11
98,2013-11
62251,2013-11
100,2013-11
62334,2013-11
100,2013-11
62358,2013-11
86,2013-11
62550,2013-11
94,2013-11
62551,2013-11
92,2013-11
62552,2013-11
96,2013-11
62573,2013-11
91,2013-11
62708,2013-11
90,2013-11
62739,2013-11
70,2013-11
62775,2013-11
96,2013-11
62775,2013-11
62780,2013-11
92,2013-11
62797,2013-11
62797,2013-11
100,2013-11
62943,2013-11
63049,2013-11
92,2013-11
63124,2013-11
63429,2013-11
87,2013-11
63488,2013-11
100,2013-11
63601,2013-11
83,2013-11
63618,2013-11
90,2013-11
63780,2013-11
100,2013-11
63864,2013-11
94,2013-11
64161,2013-11
64338,2013-11
64416,2013-11
98,2013-11
64502,2013-11
96,2013-11
64660,2013-11
64660,2013-11
64787,2013-11
64797,2013-11
64814,2013-11
88,2013-11
64814,2013-11
64945,2013-11
94,2013-11
64958,2013-11
94,2013-11
64958,2013-11
64975,2013-11
76,2013-11
65066,2013-11
65066,2013-11
58,2013-11
65066,2013-11
65066,2013-11
65270,2013-11
98,2013-11
65271,2013-11
83,2013-11
65277,2013-11
100,2013-11
65291,2013-11
100,2013-11
65363,2013-11
98,2013-11
65377,2013-11
96,2013-11
65384,2013-11
100,2013-11
65549,2013-11
100,2013-11
65649,2013-11
100,2013-11
65677,2013-11
92,2013-11
65824,2013-11
66204,2013-11
94,2013-11
66220,2013-11
98,2013-11
66328,2013-11
100,2013-11
66363,2013-11
81,2013-11
66515,2013-11
66687,2013-11
100,2013-11
66717,2013-11
98,2013-11
66800,2013-11
61,2013-11
66800,2013-11
66811,2013-11
66811,2013-11
66894,2013-11
100,2013-11
66925,2013-11
87,2013-11
66934,2013-11
94,2013-11
66934,2013-11
66985,2013-11
92,2013-11
66999,2013-11
85,2013-11
66999,2013-11
66999,2013-11
67063,2013-11
91,2013-11
67063,2013-11
67122,2013-11
67123,2013-11
98,2013-11
67184,2013-11
67184,2013-11
92,2013-11
67276,2013-11
72,2013-11
67330,2013-11
67330,2013-11
67806,2013-11
90,2013-11
67862,2013-11
67919,2013-11
98,2013-11
68105,2013-11
84,2013-11
68105,2013-11
68159,2013-11
88,2013-11
68173,2013-11
73,2013-11
68173,2013-11
68196,2013-11
100,2013-11
68259,2013-11
100,2013-11
68261,2013-11
96,2013-11
68263,2013-11
100,2013-11
68281,2013-11
90,2013-11
68298,2013-11
68323,2013-11
96,2013-11
68331,2013-11
94,2013-11
68360,2013-11
84,2013-11
68360,2013-11
68394,2013-11
96,2013-11
68403,2013-11
68407,2013-11
87,2013-11
68412,2013-11
81,2013-11
68433,2013-11
80,2013-11
68433,2013-11
68493,2013-11
96,2013-11
68659,2013-11
92,2013-11
68696,2013-11
68696,2013-11
90,2013-11
68696,2013-11
68716,2013-11
100,2013-11
68775,2013-11
96,2013-11
68860,2013-11
71,2013-11
68865,2013-11
68865,2013-11
83,2013-11
68890,2013-11
91,2013-11
68891,2013-11
100,2013-11
68894,2013-11
69081,2013-11
100,2013-11
69125,2013-11
90,2013-11
69150,2013-11
78,2013-11
69150,2013-11
69153,2013-11
100,2013-11
69181,2013-11
69181,2013-11
69186,2013-11
69186,2013-11
69199,2013-11
100,2013-11
69244,2013-11
96,2013-11
69272,2013-11
98,2013-11
69294,2013-11
94,2013-11
69392,2013-11
69392,2013-11
69448,2013-11
100,2013-11
69592,2013-11
69592,2013-11
69592,2013-11
69666,2013-11
79,2013-11
69681,2013-11
83,2013-11
69692,2013-11
98,2013-11
69786,2013-11
69786,2013-11
69799,2013-11
69884,2013-11
88,2013-11
70034,2013-11
93,2013-11
70034,2013-11
70132,2013-11
96,2013-11
70132,2013-11
70184,2013-11
93,2013-11
70779,2013-11
98,2013-11
71012,2013-11
71012,2013-11
71056,2013-11
98,2013-11
71057,2013-11
88,2013-11
71081,2013-11
80,2013-11
71081,2013-11
71087,2013-11
71286,2013-11
92,2013-11
71385,2013-11
71430,2013-11
96,2013-11
71510,2013-11
71532,2013-11
71640,2013-11
71696,2013-11
100,2013-11
71696,2013-11
71831,2013-11
92,2013-11
71831,2013-11
71831,2013-11
71969,2013-11
96,2013-11
72004,2013-11
72046,2013-11
72136,2013-11
83,2013-11
72136,2013-11
72159,2013-11
72176,2013-11
81,2013-11
72176,2013-11
73840,2013-11
73840,2013-11
90,2013-11
73871,2013-11
73955,2013-11
73970,2013-11
100,2013-11
74010,2013-11
74070,2013-11
98,2013-11
74131,2013-11
74191,2013-11
100,2013-11
74191,2013-11
74374,2013-11
83,2013-11
74429,2013-11
69,2013-11
74436,2013-11
74522,2013-11
74594,2013-11
94,2013-11
74680,2013-11
92,2013-11
74759,2013-11
96,2013-11
74761,2013-11
74869,2013-11
74869,2013-11
74869,2013-11
74869,2013-11
74922,2013-11
72,2013-11
74922,2013-11
74922,2013-11
74999,2013-11
75044,2013-11
98,2013-11
75046,2013-11
98,2013-11
75173,2013-11
